Distancia_media_1,Distancia_varianza_1,Distancia_maximo_1,Distancia_minimo_1,Distancia_media_2,Distancia_varianza_2,Distancia_maximo_2,Distancia_minimo_2,Distancia_media_3,Distancia_varianza_3,Distancia_maximo_3,Distancia_minimo_3,Distancia_media_4,Distancia_varianza_4,Distancia_maximo_4,Distancia_minimo_4,Distancia_media_5,Distancia_varianza_5,Distancia_maximo_5,Distancia_minimo_5,Distancia_media_6,Distancia_varianza_6,Distancia_maximo_6,Distancia_minimo_6,Distancia_media_7,Distancia_varianza_7,Distancia_maximo_7,Distancia_minimo_7,Distancia_media_8,Distancia_varianza_8,Distancia_maximo_8,Distancia_minimo_8,Velocidad_media_1,Velocidad_varianza_1,Velocidad_maximo_1,Velocidad_minimo_1,Velocidad_media_2,Velocidad_varianza_2,Velocidad_maximo_2,Velocidad_minimo_2,Velocidad_media_3,Velocidad_varianza_3,Velocidad_maximo_3,Velocidad_minimo_3,Velocidad_media_4,Velocidad_varianza_4,Velocidad_maximo_4,Velocidad_minimo_4,Velocidad_media_5,Velocidad_varianza_5,Velocidad_maximo_5,Velocidad_minimo_5,Velocidad_media_6,Velocidad_varianza_6,Velocidad_maximo_6,Velocidad_minimo_6,Velocidad_media_7,Velocidad_varianza_7,Velocidad_maximo_7,Velocidad_minimo_7,Velocidad_media_8,Velocidad_varianza_8,Velocidad_maximo_8,Velocidad_minimo_8,Etiqueta
41.388512066458595,10.873368833892332,56.40113133587812,33.50155393444851,43.479603546497074,5.297778244638946,50.50388231547792,39.01317690979394,20.52638473601163,31.30598847926306,49.64901143010862,13.122212479727269,20.165489042020205,13.49459253796627,39.29487275816248,14.255542115592446,135.50592868588538,11.264084954004868,136.87072069669588,102.61096144656764,135.35942221642273,9.803468121433154,166.09421490561812,134.15386030815634,206.60892509681742,9.834324970819566,207.8712284790708,175.93593159229036,208.39949194758844,3.531015330935832,210.3059292394243,192.5173481048583,0.5145921204401507,2111.06727533929,156.0187716393628,-162.88400785392895,-0.21770034511115038,856.1001679813706,82.27124253112706,-93.31118571954008,-1.38551862079532,7297.621560930489,337.3655904334673,-312.8854840961511,-0.9067364583711827,2565.9438460289107,207.17578526350172,-172.71489452720192,0.01787158751767148,2178.438591521424,320.3677232663153,-329.86159249215234,-0.09173432167046665,2024.5489286535408,314.07283880403867,-314.4648113241894,0.026896014146021295,1914.2551357993216,305.43325250719874,-305.26046653696795,0.18509730187997603,586.4372118465034,157.60626703692083,-159.02250736829245,aplaudir
41.01324432836237,2.735483550135013,44.65779552961334,37.64066303937977,43.3002383114055,3.1376360414698325,47.61120561396707,39.83163954819886,20.107776805053653,20.455892747463242,31.060467278274867,12.091118351955386,19.760558224864113,7.97450135103849,28.52770103869417,14.145472862485391,135.1925914597347,0.21687820101879798,135.96076515308008,133.66008615994082,134.47762957253613,0.12387061740660739,135.3054942722571,133.5066592206411,206.28756137780195,0.190802578133203,207.06048204604056,205.01809412297283,208.25778633077482,0.2990000617881981,209.52008620307095,207.3982320107545,0.10757819743453696,315.38855769457336,38.99944122873144,-39.78297922488849,-0.19511166006016065,348.6125547510361,65.1902085738675,-65.72963665374537,-0.3551571841057804,4576.0346109498805,142.18556495181912,-146.76566585827817,-0.9013845925783871,1314.4930803939465,103.7667675936305,-102.01758435044373,-0.04068099444213424,23.11542581742686,20.538449508128167,-16.87284393620189,-0.009202469313249658,12.280016774078533,10.640027122760785,-11.408346750357625,-0.032484780448706785,16.177158855742963,10.525258185798805,-10.701230711774484,0.06416175536435333,22.548931967139563,12.69953118806228,-12.699114040711947,aplaudir
42.24977039627352,1.3640940212393209,44.61884104880314,39.53876230993878,42.88728579645778,1.1342306087900278,45.79464999364247,41.25821651570741,22.416124268360885,34.26397603716525,33.41215767157298,13.612646343681256,18.28330385747184,4.901044033185043,23.938893040531514,14.166737665560758,135.25728533922714,0.3808093455642112,136.05339041373873,134.03851200672938,134.7359404142142,0.07038924414950753,135.22028844163282,134.11505067507804,206.56497478626258,0.06689600108627071,207.04824543882103,205.9635604438214,208.63963916509775,0.20772814628306668,209.57646567378268,207.7266665734822,-0.12136430938768271,225.2905680085469,30.68272029717754,-32.1906135091119,0.12693013341634315,132.12998817296761,37.04572123973456,-33.77362443626474,-0.18090080293937832,8380.768037803493,164.700628646166,-173.96874596809755,-0.23727243511248428,987.0525768395141,88.00799283814553,-82.85126688945958,-0.02884160995165817,17.816410149983643,18.82891225648308,-18.448863566875104,-0.02097203208791143,4.3253987253004444,5.826958875544506,-6.229587788151889,-0.026898097980112577,4.280351700638768,6.763418475091783,-6.581477705221346,-0.11180346035479322,25.197707233762415,12.425006243142604,-13.557420172276125,aplaudir
43.16568169773018,0.6512887799887048,45.156232975591664,41.4683829568452,43.62970840917068,1.2748782272723058,46.533104261928464,40.90061554046072,22.656490746119285,28.400550019691877,34.866460244903934,13.917481416499577,17.074157243492603,4.835451874121588,23.35986304590392,11.198305702300184,134.44628557875015,0.10994530170301539,135.18077398642896,134.03851527658068,134.631617507395,0.10053135671273439,135.30068529120587,134.15387574189592,206.3957303999111,0.10629015304091528,207.06679112117536,205.9973119951398,208.33067296898284,0.1792521145338805,209.5762909611396,207.7810927738336,-0.1869977099403301,98.48207830923376,19.966127230936834,-26.338949915402523,0.382583737369307,83.60041804307522,22.59673364748174,-29.742133669603348,0.8995980395957709,7132.792012048211,180.8314605557537,-153.65382712001252,-0.2832940208072307,860.8396708338037,96.81010387845748,-81.52357498269495,-0.011202711154049262,5.636693051120578,8.559812447269906,-7.4158722525049825,-0.004046446939356093,4.79922232488119,7.802242539984547,-7.398651739755735,-0.005041034752527382,5.324290113288073,8.014337509046925,-7.477824807914715,-0.091494405483863,24.861592033108025,17.67403172154303,-16.063127305534408,aplaudir
42.496865922434836,1.3347501644730164,45.00139217362732,39.77829213276951,43.966388136382996,1.6553307227592762,47.06644623293222,41.29902386581304,21.6286304363179,33.79183006637991,32.215764038538815,13.101843009172905,18.090775519724254,10.82578104368811,28.19824782169309,12.676995897332072,134.71238752495924,0.10975743629228699,135.42762897209826,133.82948890290467,134.67028088510023,0.17284359973232985,135.42766942374146,133.4928700566504,206.05147622331654,0.2406015184327143,207.08512981589632,205.21475522668896,208.15277862423696,0.340592796846714,209.2999695754561,206.981093330342,-0.2754790820410346,155.90261747046998,26.748506926353244,-32.3752589417132,0.08233641831933966,105.0323049648058,30.61590307647222,-30.61935805563955,-1.604365817730646,7457.965452892739,159.40732261601894,-164.1678577455678,-0.7136149878742134,1825.8155209419133,99.43094117111568,-88.81201572831458,-0.03680408822923411,7.561347640189415,9.880671024760376,-6.114484964514588,-0.013197064946007456,13.956441102304431,11.063417166141676,-9.482373116118763,-0.03067502353354945,23.807160911738187,18.69969263801522,-16.1986969773821,-0.01669598307487526,19.110399889177412,13.767138156613328,-15.715713864845496,aplaudir
50.87011726143883,4.035331451645776,55.2966188215976,45.77434436722631,58.095768738738535,0.5001299004302981,60.17340093499952,56.46775391513415,28.74359999834199,14.367560689013578,38.434707330392605,20.910937750836144,43.176901370954845,65.32415657909978,60.934856880139705,29.372732634452834,147.157391172096,0.13558761376250564,148.14304989530467,145.73524845102656,148.91405060935517,0.24620498827365592,150.24237838931788,147.78457574323784,224.75489080407297,0.13979660642410846,225.78300811880743,223.78936180290992,224.77425154143896,0.11640039499291582,226.2026073528448,223.9384616550329,-0.13163132621829768,425.34271524392915,52.89831852656533,-59.23000348192794,-0.012354544538728866,63.939722277935175,25.92657551849811,-23.453942088072992,-1.5687302362863054,1821.6150605620137,121.10082261133122,-115.04997974893293,0.09423493689154303,9484.178451351621,196.03721445762744,-281.300370475034,-0.05369266123972755,12.488043793087666,13.869342969877607,-12.729733632081093,0.07246597625973354,17.039359371266865,11.180378986683197,-11.634632060766704,-0.042502736141413186,11.205289340617464,12.687262643615613,-12.176769789240325,-0.047688894965802406,14.66576940968817,12.435488406572972,-22.637726581129694,aplaudir
50.21036654051466,6.7606954072626495,56.073697969812194,46.14212813651605,58.54439782616143,1.6713010569637368,61.18128704961186,55.07837273484054,27.490972194757504,8.305656448120613,33.4016307840575,21.77845569285241,44.885123604337586,82.85942147677957,60.81460622232572,29.05611197413813,146.6247424370932,0.14188581168862152,147.26839161252087,145.88085897087078,149.06073303265072,0.2238961175176827,149.99666227058742,148.2759383076685,223.86863289299225,0.2787263053284333,224.6222891017826,222.6435663939525,224.2576940873606,0.2473840779277802,224.93387575563543,222.4724868025392,0.6735194538705366,709.4574290906914,67.8326909858923,-68.5989021267445,0.22683159675720918,174.591475826269,33.92472649899645,-34.43288190522459,-0.3422867026328498,1269.514039064412,86.4568649496399,-94.77923837486011,1.8156870198849049,10230.269864026783,192.26355616021263,-282.06935341741223,-0.09990804823219451,11.257793346259907,10.262959010373152,-11.987181980516368,-2.2559091022612003e-05,26.33004304399319,16.757147444739644,-16.102272446869677,-0.09052430041981609,20.683282705805606,11.190896939854156,-12.433200521678032,-6.175281512375995e-05,27.391500175865747,16.87832787146249,-24.609742393112413,aplaudir
51.49813714662937,10.25816914301597,56.99666559598771,46.07441270647118,57.952679599714884,1.9191106789200127,61.90779424324527,55.602893477248806,31.92067261112891,12.748831013497346,39.88333414654343,25.25799984632392,46.861701052623246,101.28365189023643,60.6555806178669,30.930018691771224,146.78885403226855,0.31161862795618994,147.89589304018037,145.80726084117094,149.18541606354884,0.1090861060760851,149.75073491977173,148.32222924769994,224.79357542422025,0.34523530687343706,226.1019120719809,223.091412256238,225.57141096320166,0.45995904203907345,226.52918211964,224.1873448800408,0.12201759187836318,997.5298015263236,77.05944442317666,-71.92229193775617,-0.20072750749380872,238.39786524020226,50.89854963522775,-63.04900765996464,-0.2501020219803231,1725.147104821649,114.2261535945176,-104.5204131260988,-0.7278546610403407,9860.963529677047,230.33975883053463,-230.40963469920803,-0.014969631246647347,20.819684633229837,10.632772039843132,-10.998406073211695,0.01849774926839564,9.0283542359473,8.917963472765393,-9.367719297190147,0.10051029726634746,48.89423797569137,27.61531529837697,-24.884329380610097,0.02126800440183597,47.725057872098105,20.41330180703568,-20.14868861708976,aplaudir
50.42237089963796,7.235544806613551,55.26191565898957,45.802870548701655,57.03015863903838,2.72978426215788,60.68483102087267,53.19099586422976,32.4904967964857,13.74981437621417,40.879246422819165,25.311794338785173,46.833873805364036,113.85927037076519,63.15175738045213,29.299317956739653,147.0341439825455,0.39230261811721084,147.9712328937763,145.3484319403074,148.87084072892333,0.21133512990339667,149.98322091582008,148.03018866509325,225.8093758008194,0.480744923193381,227.5771209418189,224.0634393853328,225.98518539284566,0.3780237514981459,226.8862874750489,224.8155405894069,-0.3924846457256878,794.8221841929394,61.0120615805247,-79.25747717771316,-0.3525004801693859,258.8759904210754,57.33005603069472,-53.86115211929543,0.11067990802725666,1561.8910813200046,78.04991458876475,-128.1544013947447,-1.203909872947916,11639.409051341485,230.40377728551795,-274.0429845605223,0.18190989624140994,42.04719976303474,23.667228021957957,-16.9257853688498,-0.0543795965055098,29.627305796532106,15.787988283906884,-13.335064073478122,0.18159580230071365,37.64588994063293,22.90718193418286,-21.359700794182004,0.03633313361736926,30.866694046089595,18.77347359121416,-16.290180460110548,aplaudir
50.41260626591555,6.658247129678773,55.7910338677338,45.92745140531167,56.38443220517369,2.7756387030156477,60.0693056189995,53.78229495010843,30.800773772571464,17.217679518614045,43.41681646032679,19.462221778966907,47.05271728924146,125.41153194970929,61.93492552651505,28.882393264108416,146.577340918355,0.3351838567584741,147.68017927346008,145.34935020162462,148.95995841844893,0.3164059892365169,149.9831454074152,147.58517525836118,223.8088213259528,1.087372683668277,225.62925329550785,221.0522522852627,225.51667955596085,0.6381040701062417,226.8077536820509,223.57992863645632,0.9963214608507198,727.9614955314706,66.77162353984947,-70.7226706171894,0.35134828218664005,308.2069766373286,45.909049028448834,-56.11345543535876,0.5149298718083192,2462.5155481218353,117.67336090230344,-131.75949508646175,2.604482600299127,13507.689957418566,266.3993110395251,-270.5958870130238,-0.16799080662134097,48.51054554411508,22.28583819123145,-16.945868451298907,-0.16313963105802437,29.876402493834245,14.250238542894069,-14.733838587297328,0.07727986682442518,67.32233780538886,25.123762603163016,-25.129662534712622,0.053054037987782666,46.57434144704446,19.85988419301691,-21.51185923551964,aplaudir
